user_id,product_id,timestamp
103,id_00000462,2023-09-01 00:37:38
436,id_00000120,2023-03-20 00:00:02
861,id_00000382,2024-02-17 12:23:53
271,id_00000055,2025-01-30 19:47:51
107,id_00000027,2024-03-04 08:35:05
72,id_00000118,2025-01-02 20:07:21
701,id_00000221,2023-03-30 00:38:22
21,id_00000231,2023-10-17 19:06:51
615,id_00000053,2025-03-07 18:19:54
122,id_00000295,2023-03-20 09:28:49
467,id_00000321,2023-04-09 17:35:08
215,id_00000401,2025-04-20 23:44:36
331,id_00000233,2024-04-15 09:52:21
459,id_00000158,2024-01-04 18:28:27
88,id_00000437,2025-05-05 18:22:57
373,id_00000269,2024-06-08 11:58:54
100,id_00000021,2025-08-06 23:25:58
872,id_00000403,2023-12-25 00:12:09
664,id_00000053,2024-10-16 10:45:43
131,id_00000275,2023-04-15 19:58:03
662,id_00000313,2023-02-25 10:38:07
309,id_00000281,2023-07-17 02:38:14
770,id_00000214,2025-08-13 12:10:15
344,id_00000031,2025-03-23 14:59:07
492,id_00000337,2025-10-30 09:22:16
414,id_00000183,2023-01-09 06:41:35
806,id_00000023,2023-08-04 22:13:34
386,id_00000032,2023-08-29 11:39:16
192,id_00000446,2023-10-30 18:14:36
956,id_00000074,2023-08-10 11:32:26
277,id_00000010,2023-01-25 01:56:03
161,id_00000484,2025-12-07 06:41:44
460,id_00000456,2023-11-09 13:50:44
314,id_00000054,2023-07-04 16:18:53
22,id_00000052,2023-03-02 16:32:14
253,id_00000148,2024-12-11 14:32:09
748,id_00000160,2024-01-12 10:09:59
857,id_00000370,2023-05-09 01:53:02
561,id_00000014,2024-11-02 07:25:58
475,id_00000178,2024-05-31 23:45:43
59,id_00000412,2025-09-28 13:56:47
511,id_00000366,2025-04-12 23:42:26
682,id_00000500,2025-09-07 02:29:18
476,id_00000053,2023-01-24 18:21:02
700,id_00000408,2023-11-17 16:27:00
976,id_00000335,2023-09-26 19:55:44
783,id_00000022,2025-12-06 14:41:07
190,id_00000030,2023-12-16 22:30:34
958,id_00000191,2024-02-17 08:16:43
687,id_00000260,2023-11-30 11:57:48
958,id_00000205,2024-03-27 13:27:00
563,id_00000059,2024-11-10 13:15:08
876,id_00000471,2024-09-27 03:19:48
567,id_00000264,2023-05-06 18:52:28
244,id_00000466,2023-09-22 22:10:56
832,id_00000012,2025-03-01 14:46:50
505,id_00000119,2023-06-24 22:49:10
131,id_00000415,2025-12-09 14:39:35
485,id_00000462,2025-07-08 22:08:12
819,id_00000290,2023-09-24 02:31:50
647,id_00000338,2024-12-26 13:17:46
21,id_00000248,2025-03-08 02:21:03
841,id_00000354,2025-08-05 12:49:00
167,id_00000127,2025-04-27 17:48:46
274,id_00000075,2025-08-15 04:53:23
388,id_00000361,2023-05-25 22:50:55
601,id_00000204,2025-11-10 08:54:12
316,id_00000049,2023-09-26 16:01:45
14,id_00000079,2023-06-08 03:27:20
242,id_00000441,2024-03-12 07:37:15
777,id_00000479,2024-02-18 20:46:03
346,id_00000241,2023-12-21 13:53:29
565,id_00000349,2023-07-26 13:23:48
898,id_00000154,2025-10-19 00:17:03
340,id_00000274,2024-05-23 23:27:43
92,id_00000096,2023-11-02 13:38:40
367,id_00000214,2023-09-24 16:59:52
956,id_00000294,2023-12-20 14:15:39
455,id_00000209,2023-12-13 23:05:25
428,id_00000343,2024-04-20 01:18:43
509,id_00000088,2024-10-06 21:05:57
776,id_00000306,2025-04-28 08:20:07
943,id_00000264,2024-03-08 06:18:44
35,id_00000425,2024-02-13 09:31:13
206,id_00000390,2023-03-12 18:05:00
81,id_00000325,2024-01-22 10:45:58
932,id_00000428,2023-07-10 14:36:25
562,id_00000377,2025-08-20 18:22:36
872,id_00000320,2025-10-09 11:03:11
388,id_00000157,2023-01-28 23:26:49
2,id_00000156,2025-09-04 00:03:25
390,id_00000139,2023-09-30 09:24:26
566,id_00000121,2023-02-03 20:40:09
106,id_00000065,2023-06-24 02:15:16
772,id_00000107,2025-09-04 22:13:52
822,id_00000147,2024-10-23 13:33:43
477,id_00000137,2023-05-03 16:18:48
703,id_00000411,2025-01-31 09:03:03
402,id_00000162,2025-05-15 16:42:12
730,id_00000428,2025-05-10 02:34:49
556,id_00000452,2023-03-01 16:56:10
162,id_00000100,2025-04-12 13:11:20
202,id_00000338,2025-04-17 00:47:10
958,id_00000399,2025-09-11 01:36:37
996,id_00000307,2023-03-06 08:27:48
270,id_00000141,2024-08-30 14:46:42
863,id_00000083,2023-03-17 08:00:50
816,id_00000177,2025-03-05 18:25:13
271,id_00000198,2025-04-27 18:01:25
456,id_00000112,2024-12-06 17:31:47
462,id_00000056,2024-09-02 00:35:42
727,id_00000460,2025-06-02 17:17:05
252,id_00000179,2025-02-21 13:31:59
702,id_00000421,2024-01-27 02:27:36
296,id_00000401,2023-04-20 10:49:47
725,id_00000186,2025-10-04 08:31:29
720,id_00000471,2025-10-20 13:01:23
749,id_00000218,2023-07-12 12:32:36
338,id_00000413,2025-02-03 13:56:24
879,id_00000417,2023-12-02 18:06:44
53,id_00000316,2024-05-21 08:34:42
792,id_00000475,2024-07-16 21:15:41
922,id_00000217,2023-01-02 01:54:06
217,id_00000120,2024-11-13 01:12:22
764,id_00000439,2023-11-04 19:37:12
188,id_00000394,2025-07-21 07:45:07
380,id_00000175,2025-10-14 22:19:08
493,id_00000023,2024-12-19 21:05:44
41,id_00000213,2024-02-19 19:20:30
157,id_00000405,2023-12-18 15:01:00
15,id_00000235,2024-06-03 03:31:39
813,id_00000013,2024-04-21 06:52:25
65,id_00000101,2025-06-16 17:54:23
857,id_00000417,2024-08-01 11:03:15
839,id_00000024,2025-07-17 13:23:16
521,id_00000364,2024-02-02 09:05:37
344,id_00000011,2023-10-04 07:44:41
129,id_00000273,2024-08-08 02:12:54
648,id_00000452,2024-01-08 11:11:27
472,id_00000431,2024-07-03 03:56:09
63,id_00000281,2025-03-28 11:54:34
139,id_00000094,2025-12-20 17:43:51
499,id_00000201,2025-10-31 08:00:34
593,id_00000021,2025-01-01 12:57:17
392,id_00000340,2024-04-09 11:08:25
675,id_00000467,2025-06-03 05:45:25
419,id_00000211,2025-04-08 04:43:05
289,id_00000140,2023-07-21 17:24:00
379,id_00000293,2024-02-27 00:00:37
773,id_00000298,2024-12-17 08:04:38
490,id_00000401,2024-10-12 10:38:13
231,id_00000101,2025-01-14 19:22:43
41,id_00000304,2024-11-06 22:33:20
28,id_00000359,2023-02-22 21:12:26
135,id_00000028,2023-08-11 18:41:12
201,id_00000041,2023-08-19 12:29:58
840,id_00000355,2023-11-15 19:02:46
780,id_00000303,2024-01-01 12:30:57
930,id_00000496,2023-07-29 18:47:51
33,id_00000146,2023-10-29 04:13:27
48,id_00000256,2023-09-11 03:48:06
503,id_00000462,2025-03-13 12:58:37
407,id_00000227,2023-12-22 11:19:58
574,id_00000236,2024-01-31 03:09:34
728,id_00000361,2023-01-17 10:37:34
805,id_00000380,2024-05-26 02:42:47
99,id_00000455,2024-12-21 03:08:34
684,id_00000489,2024-12-21 06:46:02
872,id_00000013,2023-04-07 16:57:05
726,id_00000210,2024-10-12 11:25:42
987,id_00000229,2023-07-02 22:36:07
547,id_00000397,2025-03-04 20:47:21
961,id_00000100,2025-08-30 20:04:31
739,id_00000031,2023-09-01 20:21:12
613,id_00000386,2025-04-02 22:30:06
943,id_00000016,2025-10-21 20:09:50
462,id_00000137,2023-10-29 09:51:22
643,id_00000329,2025-08-21 18:51:47
769,id_00000166,2023-03-10 10:47:43
5,id_00000459,2023-11-13 01:49:51
218,id_00000310,2024-11-11 19:45:33
503,id_00000440,2024-07-03 08:16:43
767,id_00000470,2023-11-30 17:38:37
398,id_00000481,2023-12-11 09:00:50
871,id_00000100,2024-04-25 12:17:25
