user_id,product_id,timestamp
103,id_00000442,2024-09-17 21:33:39
436,id_00000279,2024-01-23 10:58:28
861,id_00000251,2025-06-18 19:06:12
271,id_00000310,2025-04-13 05:14:02
107,id_00000208,2023-09-07 01:20:58
72,id_00000321,2024-12-08 23:04:02
701,id_00000140,2025-06-30 02:55:01
21,id_00000280,2025-06-19 17:43:08
615,id_00000034,2025-11-27 02:25:47
122,id_00000309,2023-06-13 21:30:36
467,id_00000392,2025-09-29 19:18:41
215,id_00000018,2024-09-29 12:26:31
331,id_00000057,2025-07-29 08:24:32
459,id_00000112,2025-04-21 03:57:12
88,id_00000005,2025-11-20 05:09:26
373,id_00000410,2025-01-08 03:19:07
100,id_00000414,2023-10-28 01:33:18
872,id_00000182,2023-12-03 20:42:19
664,id_00000013,2023-10-10 02:46:59
131,id_00000339,2024-01-05 10:53:06
662,id_00000285,2025-04-10 07:57:57
309,id_00000259,2024-05-08 17:55:36
770,id_00000090,2023-08-25 17:34:00
344,id_00000104,2023-07-10 02:20:03
492,id_00000379,2023-01-04 01:09:29
414,id_00000186,2023-10-30 00:45:24
806,id_00000250,2023-09-30 08:34:34
386,id_00000255,2025-02-05 06:45:32
192,id_00000076,2025-09-16 07:23:43
956,id_00000386,2024-07-27 00:44:33
277,id_00000459,2024-05-09 09:11:48
161,id_00000108,2023-05-25 17:54:40
460,id_00000156,2025-09-15 20:50:31
314,id_00000082,2024-04-04 05:09:08
22,id_00000077,2024-08-07 12:01:47
253,id_00000485,2025-03-15 14:10:41
748,id_00000470,2024-05-13 02:29:28
857,id_00000460,2024-08-07 20:18:09
561,id_00000258,2025-04-19 19:22:30
475,id_00000127,2025-08-28 12:07:57
59,id_00000485,2023-03-11 10:04:05
511,id_00000391,2025-12-04 20:32:42
682,id_00000282,2025-11-13 01:07:28
476,id_00000474,2024-12-20 18:53:03
700,id_00000088,2024-09-29 18:48:00
976,id_00000204,2023-08-29 07:46:08
783,id_00000016,2025-09-19 03:01:30
190,id_00000151,2024-06-10 07:24:53
958,id_00000424,2024-06-17 00:42:10
687,id_00000254,2025-04-18 13:55:55
958,id_00000188,2023-04-26 23:11:58
563,id_00000329,2025-01-19 06:44:52
876,id_00000032,2025-04-03 18:08:11
567,id_00000271,2024-11-18 19:51:25
244,id_00000485,2023-02-01 23:35:57
832,id_00000397,2024-04-02 01:05:31
505,id_00000005,2025-06-05 03:54:02
131,id_00000459,2024-06-06 13:08:20
485,id_00000330,2023-01-15 02:02:33
819,id_00000308,2025-03-05 09:55:38
647,id_00000333,2024-05-10 12:20:43
21,id_00000169,2024-07-25 00:11:05
841,id_00000181,2025-12-18 02:28:42
167,id_00000366,2025-05-10 19:34:08
274,id_00000178,2025-05-29 00:35:53
388,id_00000143,2024-05-10 22:41:24
601,id_00000362,2025-04-10 19:24:48
316,id_00000248,2025-08-10 11:48:05
14,id_00000127,2023-06-12 11:26:49
242,id_00000263,2025-07-02 00:05:10
777,id_00000040,2025-08-16 09:07:28
346,id_00000412,2025-03-27 17:37:23
565,id_00000416,2024-06-28 23:43:20
898,id_00000355,2025-01-28 01:56:28
340,id_00000255,2024-12-15 12:04:40
92,id_00000143,2025-12-10 17:05:08
367,id_00000240,2024-01-22 18:46:29
956,id_00000228,2023-09-01 22:43:34
455,id_00000341,2025-06-14 15:57:39
428,id_00000198,2024-07-27 00:31:09
509,id_00000065,2025-07-18 03:57:41
776,id_00000388,2023-03-07 12:48:30
943,id_00000011,2023-12-25 21:43:33
35,id_00000108,2024-02-08 14:49:46
206,id_00000026,2023-07-23 15:07:56
81,id_00000445,2024-12-23 21:07:10
932,id_00000421,2025-11-06 23:15:23
562,id_00000151,2024-05-25 12:09:25
872,id_00000221,2025-01-30 00:24:33
388,id_00000341,2024-02-23 01:04:52
2,id_00000496,2024-04-18 05:10:58
390,id_00000237,2023-03-04 17:37:58
566,id_00000237,2024-10-04 20:39:44
106,id_00000497,2025-01-31 14:24:27
772,id_00000219,2024-12-08 16:51:33
822,id_00000487,2023-02-19 00:55:01
477,id_00000424,2023-04-04 06:30:30
703,id_00000461,2025-09-07 23:32:30
402,id_00000151,2023-09-05 18:30:55
730,id_00000123,2024-02-09 00:21:43
556,id_00000144,2023-05-27 15:24:50
162,id_00000478,2025-01-22 05:02:49
202,id_00000189,2024-03-02 17:22:09
958,id_00000255,2023-09-29 03:58:05
996,id_00000068,2023-06-27 20:10:16
270,id_00000104,2023-03-30 17:26:41
863,id_00000336,2025-01-30 03:29:54
816,id_00000159,2025-04-21 22:46:03
271,id_00000309,2023-08-04 22:40:30
456,id_00000362,2023-04-10 20:18:06
462,id_00000409,2025-10-07 02:12:28
727,id_00000300,2024-07-07 15:06:19
252,id_00000396,2024-01-16 22:34:51
702,id_00000090,2025-03-21 02:47:45
296,id_00000357,2023-01-01 11:56:56
725,id_00000256,2023-11-17 16:21:04
720,id_00000496,2025-03-03 04:11:00
749,id_00000353,2023-09-21 14:29:03
338,id_00000220,2024-12-15 05:42:12
879,id_00000009,2025-12-18 07:01:11
53,id_00000012,2023-05-20 18:36:23
792,id_00000325,2023-02-12 19:22:18
922,id_00000438,2025-11-02 18:51:03
217,id_00000244,2024-03-29 17:01:21
764,id_00000182,2023-08-24 20:11:23
188,id_00000284,2025-06-05 16:12:36
380,id_00000312,2025-06-18 13:07:10
493,id_00000099,2024-03-19 05:39:44
41,id_00000197,2023-06-14 12:22:46
157,id_00000482,2025-03-31 15:44:12
15,id_00000366,2025-12-09 08:00:53
813,id_00000226,2025-08-15 16:11:32
65,id_00000333,2023-06-11 07:52:16
857,id_00000103,2023-07-08 18:45:33
839,id_00000106,2025-06-19 19:38:53
521,id_00000365,2025-03-17 17:39:27
344,id_00000368,2023-09-21 09:52:37
129,id_00000058,2024-08-30 20:54:17
648,id_00000078,2023-09-12 21:40:11
